date,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,hospital_beds_per_thousand,life_expectancy,human_development_index
2020-08-31,2020-08-31,71605.0,478.0,522.0,6241.0,0.0,3.143,4169.604,27.834,30.396,363.417,0.0,0.183,1.09,38.0,2.213,94.0,5.474,1199340.0,24162.0,69.838,1.407,23180.0,1.35,0.022,45.5,50.93,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-09-01,2020-09-01,72345.0,740.0,546.143,6249.0,8.0,3.571,4212.695,43.091,31.802,363.883,0.466,0.208,1.16,33.0,1.922,93.0,5.415,1226355.0,27015.0,71.411,1.573,23454.0,1.366,0.022,45.5,50.93,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-09-02,2020-09-02,72959.0,614.0,556.143,6254.0,5.0,3.143,4248.448,35.754,32.385,364.174,0.291,0.183,1.19,32.0,1.863,90.0,5.241,1253505.0,27150.0,72.992,1.581,23846.0,1.389,0.023,43.5,50.93,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-09-03,2020-09-03,73712.0,753.0,591.0,6254.0,0.0,2.714,4292.296,43.848,34.414,364.174,0.0,0.158,1.22,28.0,1.63,95.0,5.532,1280601.0,27096.0,74.57,1.578,24166.0,1.407,0.024,41.7,50.93,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-09-04,2020-09-04,74373.0,661.0,613.857,6256.0,2.0,2.714,4330.786,38.49,35.745,364.291,0.116,0.158,1.25,35.0,2.038,95.0,5.532,1308780.0,28179.0,76.211,1.641,24616.0,1.433,0.026,38.5,50.93,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-09-05,2020-09-05,75298.0,925.0,673.429,6260.0,4.0,2.714,4384.65,53.863,39.214,364.524,0.233,0.158,1.32,35.0,2.038,99.0,5.765,1332819.0,24039.0,77.611,1.4,25177.0,1.466,0.027,37.0,50.93,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-09-06,2020-09-06,76095.0,797.0,709.714,6262.0,2.0,3.0,4431.059,46.41,41.327,364.64,0.116,0.175,1.33,33.0,1.922,105.0,6.114,1355631.0,22812.0,78.939,1.328,25779.0,1.501,0.029,34.5,50.93,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-09-07,2020-09-07,77064.0,969.0,779.857,6262.0,0.0,3.0,4487.485,56.425,45.412,364.64,0.0,0.175,1.38,31.0,1.805,109.0,6.347,1383406.0,27775.0,80.557,1.617,26295.0,1.531,0.031,32.3,50.93,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-09-08,2020-09-08,78215.0,1151.0,838.571,6263.0,1.0,2.0,4554.508,67.023,48.831,364.698,0.058,0.116,1.38,30.0,1.747,116.0,6.755,1412295.0,28889.0,82.239,1.682,26563.0,1.547,0.032,31.2,50.93,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-09-09,2020-09-09,79041.0,826.0,868.857,6265.0,2.0,1.571,4602.607,48.098,50.594,364.815,0.116,0.092,1.36,31.0,1.805,122.0,7.104,1441644.0,29349.0,83.948,1.709,26877.0,1.565,0.033,30.3,50.93,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-09-10,2020-09-10,80311.0,1270.0,942.714,6268.0,3.0,2.0,4676.56,73.953,54.895,364.99,0.175,0.116,1.38,30.0,1.747,131.0,7.628,1471200.0,29556.0,85.669,1.721,27228.0,1.586,0.035,28.6,50.93,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-09-11,2020-09-11,81543.0,1232.0,1024.286,6271.0,3.0,2.143,4748.3,71.74,59.645,365.164,0.175,0.125,1.38,36.0,2.096,136.0,7.919,1500568.0,29368.0,87.379,1.71,27398.0,1.595,0.037,27.0,50.93,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-09-12,2020-09-12,82632.0,1089.0,1047.714,6272.0,1.0,1.714,4811.713,63.413,61.009,365.222,0.058,0.1,1.37,37.0,2.155,138.0,8.036,1525464.0,24896.0,88.829,1.45,27521.0,1.603,0.038,26.3,50.93,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-09-13,2020-09-13,83948.0,1316.0,1121.857,6273.0,1.0,1.571,4888.345,76.632,65.326,365.281,0.058,0.092,1.39,36.0,2.096,148.0,8.618,1549443.0,23979.0,90.225,1.396,27687.0,1.612,0.04,25.0,50.93,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-09-14,2020-09-14,85327.0,1379.0,1180.429,6275.0,2.0,1.857,4968.645,80.3,68.737,365.397,0.116,0.108,1.41,43.0,2.504,166.0,9.666,1577161.0,27718.0,91.839,1.614,27679.0,1.612,0.043,23.3,50.93,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-09-15,2020-09-15,86869.0,1542.0,1236.286,6277.0,2.0,2.0,5058.436,89.792,71.99,365.514,0.116,0.116,1.43,53.0,3.086,187.0,10.889,1604935.0,27774.0,93.456,1.617,27520.0,1.603,0.047,21.3,50.93,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-09-16,2020-09-16,88630.0,1761.0,1369.857,6279.0,2.0,2.0,5160.98,102.544,79.768,365.63,0.116,0.116,1.46,54.0,3.144,191.0,11.122,1634306.0,29371.0,95.167,1.71,27523.0,1.603,0.05,20.0,50.93,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-09-17,2020-09-17,90612.0,1982.0,1471.571,6285.0,6.0,2.429,5276.393,115.413,85.691,365.979,0.349,0.141,1.45,49.0,2.853,212.0,12.345,1663738.0,29432.0,96.881,1.714,27505.0,1.602,0.054,18.5,50.93,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-09-18,2020-09-18,92508.0,1896.0,1566.429,6293.0,8.0,3.143,5386.799,110.405,91.214,366.445,0.466,0.183,1.43,58.0,3.377,230.0,13.393,1692720.0,28982.0,98.568,1.688,27450.0,1.598,0.057,17.5,50.93,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-09-19,2020-09-19,94362.0,1854.0,1675.714,6295.0,2.0,3.286,5494.758,107.96,97.578,366.562,0.116,0.191,1.42,67.0,3.901,260.0,15.14,1717669.0,24949.0,100.021,1.453,27458.0,1.599,0.061,16.4,50.93,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-09-20,2020-09-20,96579.0,2217.0,1804.429,6299.0,4.0,3.714,5623.856,129.097,105.073,366.795,0.233,0.216,1.44,77.0,4.484,276.0,16.072,1741815.0,24146.0,101.427,1.406,27482.0,1.6,0.063,15.9,48.15,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-09-21,2020-09-21,98831.0,2252.0,1929.143,6301.0,2.0,3.714,5754.991,131.135,112.335,366.911,0.116,0.216,1.43,85.0,4.95,325.0,18.925,1770214.0,28399.0,103.081,1.654,27579.0,1.606,0.066,15.2,48.15,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-09-22,2020-09-22,101191.0,2360.0,2046.0,6311.0,10.0,4.857,5892.415,137.424,119.14,367.493,0.582,0.283,1.4,91.0,5.299,329.0,19.158,1799785.0,29571.0,104.803,1.722,27836.0,1.621,0.069,14.5,48.15,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-09-23,2020-09-23,103757.0,2566.0,2161.0,6317.0,6.0,5.429,6041.835,149.42,125.836,367.843,0.349,0.316,1.39,104.0,6.056,371.0,21.604,1830483.0,30698.0,106.59,1.788,28025.0,1.632,0.071,14.1,48.15,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-09-24,2020-09-24,106536.0,2779.0,2274.857,6334.0,17.0,7.0,6203.658,161.823,132.466,368.833,0.99,0.408,1.37,106.0,6.172,395.0,23.001,1862235.0,31752.0,108.439,1.849,28357.0,1.651,0.073,13.7,48.15,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-09-25,2020-09-25,109258.0,2722.0,2392.857,6350.0,16.0,8.143,6362.162,158.504,139.338,369.764,0.932,0.474,1.37,116.0,6.755,431.0,25.097,1893779.0,31544.0,110.276,1.837,28723.0,1.673,0.076,13.2,48.15,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-09-26,2020-09-26,112259.0,3001.0,2556.714,6388.0,38.0,13.286,6536.912,174.75,148.879,371.977,2.213,0.774,1.37,122.0,7.104,433.0,25.214,1921351.0,27572.0,111.881,1.606,29097.0,1.694,0.077,13.0,48.15,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-09-27,2020-09-27,115184.0,2925.0,2657.857,6396.0,8.0,13.857,6707.236,170.325,154.769,372.443,0.466,0.807,1.35,127.0,7.395,490.0,28.533,1947862.0,26511.0,113.425,1.544,29435.0,1.714,0.08,12.5,48.15,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-09-28,2020-09-28,118196.0,3012.0,2766.429,6402.0,6.0,14.429,6882.627,175.391,161.091,372.792,0.349,0.84,1.35,142.0,8.269,518.0,30.163,1978860.0,30998.0,115.23,1.805,29807.0,1.736,0.083,12.0,48.15,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-09-29,2020-09-29,121504.0,3308.0,2901.857,6415.0,13.0,14.857,7075.254,192.627,168.977,373.549,0.757,0.865,1.34,142.0,8.269,551.0,32.085,2011126.0,32266.0,117.109,1.879,30192.0,1.758,0.086,11.6,62.04,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-09-30,2020-09-30,124764.0,3260.0,3001.0,6428.0,13.0,15.857,7265.086,189.832,174.75,374.306,0.757,0.923,1.33,150.0,8.735,551.0,32.085,2044906.0,33780.0,119.076,1.967,30632.0,1.784,0.089,11.2,62.04,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-10-01,2020-10-01,128590.0,3826.0,3150.571,6441.0,13.0,15.286,7487.876,222.79,183.46,375.063,0.757,0.89,1.35,152.0,8.851,539.0,31.386,2078863.0,33957.0,121.053,1.977,30947.0,1.802,0.092,10.9,62.04,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-10-02,2020-10-02,132563.0,3973.0,3329.286,6450.0,9.0,14.286,7719.226,231.35,193.866,375.588,0.524,0.832,1.37,160.0,9.317,573.0,33.366,2112614.0,33751.0,123.019,1.965,31262.0,1.82,0.095,10.5,62.04,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-10-03,2020-10-03,136570.0,4007.0,3473.0,6471.0,21.0,11.857,7952.556,233.33,202.235,376.81,1.223,0.69,1.39,156.0,9.084,585.0,34.065,2142661.0,30047.0,124.768,1.75,31616.0,1.841,0.1,10.0,62.04,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-10-04,2020-10-04,141150.0,4580.0,3709.429,6476.0,5.0,11.429,8219.253,266.696,216.002,377.102,0.291,0.665,1.41,163.0,9.492,647.0,37.675,2170897.0,28236.0,126.413,1.644,31862.0,1.855,0.104,9.6,62.04,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-10-05,2020-10-05,145685.0,4535.0,3927.0,6476.0,0.0,10.571,8483.329,264.076,228.672,377.102,0.0,0.616,1.42,177.0,10.307,715.0,41.635,2208603.0,37706.0,128.608,2.196,32820.0,1.911,0.111,9.0,62.04,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-10-06,2020-10-06,150677.0,4992.0,4167.571,6504.0,28.0,12.714,8774.016,290.687,242.68,378.732,1.63,0.74,1.43,190.0,11.064,785.0,45.711,2249434.0,40831.0,130.986,2.378,34044.0,1.982,0.118,8.5,62.04,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-10-07,2020-10-07,156508.0,5831.0,4534.857,6540.0,36.0,16.0,9113.559,339.543,264.068,380.828,2.096,0.932,1.44,210.0,12.228,811.0,47.225,2291282.0,41848.0,133.423,2.437,35197.0,2.05,0.124,8.1,62.04,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-10-08,2020-10-08,162480.0,5972.0,4841.429,6553.0,13.0,16.0,9461.312,347.753,281.919,381.585,0.757,0.932,1.43,228.0,13.277,842.0,49.03,2334127.0,42845.0,135.918,2.495,36466.0,2.123,0.13,7.7,62.04,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-10-09,2020-10-09,168983.0,6503.0,5202.857,6566.0,13.0,16.571,9839.986,378.674,302.966,382.342,0.757,0.965,1.43,239.0,13.917,900.0,52.408,2377098.0,42971.0,138.42,2.502,37783.0,2.2,0.134,7.5,62.04,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-10-10,2020-10-10,175360.0,6377.0,5541.429,6589.0,23.0,16.857,10211.322,371.337,322.681,383.682,1.339,0.982,1.42,235.0,13.684,955.0,55.61,2415773.0,38675.0,140.672,2.252,39016.0,2.272,0.138,7.2,62.04,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-10-11,2020-10-11,182208.0,6848.0,5865.429,6606.0,17.0,18.571,10610.086,398.763,341.548,384.672,0.99,1.081,1.41,247.0,14.383,986.0,57.415,2451349.0,35576.0,142.744,2.072,40065.0,2.333,0.141,7.1,62.04,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-10-12,2020-10-12,189586.0,7378.0,6271.571,6618.0,12.0,20.286,11039.711,429.626,365.198,385.37,0.699,1.181,1.4,252.0,14.674,1046.0,60.909,2493695.0,42346.0,145.209,2.466,40727.0,2.372,0.145,6.9,62.04,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-10-13,2020-10-13,196882.0,7296.0,6600.714,6653.0,35.0,21.286,11464.562,424.851,384.364,387.408,2.038,1.239,1.36,277.0,16.13,1133.0,65.975,2538354.0,44659.0,147.81,2.601,41274.0,2.403,0.147,6.8,62.04,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-10-14,2020-10-14,204683.0,7801.0,6882.143,6685.0,32.0,20.714,11918.819,454.257,400.751,389.272,1.863,1.206,1.32,301.0,17.527,1174.0,68.363,2584468.0,46114.0,150.495,2.685,41884.0,2.439,0.15,6.7,62.04,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-10-15,2020-10-15,212675.0,7992.0,7170.714,6714.0,29.0,23.0,12384.198,465.379,417.555,390.96,1.689,1.339,1.29,313.0,18.226,1213.0,70.634,2631322.0,46854.0,153.224,2.728,42456.0,2.472,0.15,6.7,62.04,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-10-16,2020-10-16,220798.0,8123.0,7402.143,6730.0,16.0,23.429,12857.206,473.007,431.031,391.892,0.932,1.364,1.28,345.0,20.09,1208.0,70.343,2678210.0,46888.0,155.954,2.73,43016.0,2.505,0.15,6.7,62.04,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-10-17,2020-10-17,228983.0,8185.0,7660.429,6759.0,29.0,24.286,13333.823,476.618,446.072,393.581,1.689,1.414,1.26,352.0,20.497,1216.0,70.808,2721431.0,43221.0,158.471,2.517,43665.0,2.543,0.15,6.7,62.04,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-10-18,2020-10-18,236979.0,7996.0,7824.429,6773.0,14.0,23.857,13799.435,465.612,455.621,394.396,0.815,1.389,1.25,364.0,21.196,1288.0,75.001,2761580.0,40149.0,160.809,2.338,44319.0,2.581,0.152,6.6,62.04,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-10-19,2020-10-19,245147.0,8168.0,7937.286,6790.0,17.0,24.571,14275.063,475.628,462.193,395.386,0.99,1.431,1.24,379.0,22.069,1359.0,79.135,2809638.0,48058.0,163.607,2.798,45135.0,2.628,0.154,6.5,62.04,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-10-20,2020-10-20,253890.0,8743.0,8144.0,6836.0,46.0,26.143,14784.173,509.11,474.23,398.065,2.679,1.522,1.23,419.0,24.399,1440.0,83.852,2859363.0,49725.0,166.502,2.896,45858.0,2.67,0.156,6.4,62.04,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-10-21,2020-10-21,263174.0,9284.0,8355.857,6895.0,59.0,30.0,15324.787,540.613,486.567,401.5,3.436,1.747,1.21,450.0,26.204,1493.0,86.938,2908069.0,48706.0,169.339,2.836,46229.0,2.692,0.159,6.3,62.04,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-10-22,2020-10-22,273170.0,9996.0,8642.143,6941.0,46.0,32.429,15906.86,582.073,503.237,404.179,2.679,1.888,1.2,463.0,26.961,1540.0,89.675,2956778.0,48709.0,172.175,2.836,46494.0,2.707,0.165,6.1,62.04,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-10-23,2020-10-23,281828.0,8658.0,8718.571,6986.0,45.0,36.571,16411.021,504.161,507.688,406.799,2.62,2.13,1.18,472.0,27.485,1601.0,93.227,3004106.0,47328.0,174.931,2.756,46557.0,2.711,0.172,5.8,62.04,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-10-24,2020-10-24,292034.0,10206.0,9007.286,7041.0,55.0,40.286,17005.322,594.302,524.5,410.002,3.203,2.346,1.2,501.0,29.174,1614.0,93.984,3045029.0,40923.0,177.314,2.383,46228.0,2.692,0.18,5.6,62.04,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-10-25,2020-10-25,302381.0,10347.0,9343.143,7068.0,27.0,42.143,17607.835,602.512,544.057,411.574,1.572,2.454,1.19,490.0,28.533,1657.0,96.488,3082228.0,37199.0,179.48,2.166,45807.0,2.667,0.184,5.4,62.04,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-10-26,2020-10-26,312678.0,10297.0,9647.286,7094.0,26.0,43.429,18207.435,599.601,561.767,413.088,1.514,2.529,1.16,506.0,29.465,1743.0,101.496,3128328.0,46100.0,182.164,2.684,45527.0,2.651,0.185,5.4,62.04,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-10-27,2020-10-27,320783.0,8105.0,9556.143,7164.0,70.0,46.857,18679.395,471.959,556.46,417.164,4.076,2.729,1.1,529.0,30.804,1829.0,106.504,3174959.0,46631.0,184.88,2.715,45085.0,2.625,0.185,5.4,62.04,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-10-28,2020-10-28,331060.0,10277.0,9698.0,7224.0,60.0,47.0,19277.831,598.436,564.721,420.658,3.494,2.737,1.09,545.0,31.736,1831.0,106.62,3221686.0,46727.0,187.601,2.721,44802.0,2.609,0.183,5.5,62.04,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-10-29,2020-10-29,342179.0,11119.0,9858.429,7280.0,56.0,48.429,19925.297,647.466,574.062,423.919,3.261,2.82,1.06,553.0,32.202,1831.0,106.62,3268167.0,46481.0,190.307,2.707,44484.0,2.59,0.179,5.6,62.04,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-10-30,2020-10-30,352000.0,9821.0,10024.571,7367.0,87.0,54.429,20497.18,571.883,583.737,428.985,5.066,3.169,1.02,567.0,33.017,1818.0,105.863,3311783.0,43616.0,192.847,2.54,43954.0,2.559,0.175,5.7,62.04,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-10-31,2020-10-31,360687.0,8687.0,9807.571,7417.0,50.0,53.714,21003.03,505.849,571.101,431.897,2.912,3.128,0.98,584.0,34.007,1864.0,108.542,3346571.0,34788.0,194.873,2.026,43077.0,2.508,0.169,5.9,62.04,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-11-01,2020-11-01,368978.0,8291.0,9513.857,7456.0,39.0,55.429,21485.82,482.79,553.998,434.168,2.271,3.228,0.94,583.0,33.948,1910.0,111.22,3375340.0,28769.0,196.548,1.675,41873.0,2.438,0.166,6.0,62.04,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-11-02,2020-11-02,376734.0,7756.0,9150.857,7485.0,29.0,55.857,21937.456,451.637,532.86,435.856,1.689,3.253,0.91,587.0,34.181,1958.0,114.016,3419801.0,44461.0,199.137,2.589,41639.0,2.425,0.162,6.2,62.04,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-11-03,2020-11-03,384382.0,7648.0,9085.571,7598.0,113.0,62.0,22382.804,445.348,529.059,442.436,6.58,3.61,0.87,609.0,35.462,2044.0,119.023,3459745.0,39944.0,201.463,2.326,40684.0,2.369,0.158,6.3,62.04,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-11-04,2020-11-04,391358.0,6976.0,8614.0,7704.0,106.0,68.571,22789.021,406.217,501.599,448.609,6.172,3.993,0.82,612.0,35.637,1960.0,114.132,3498994.0,39249.0,203.749,2.285,39615.0,2.307,0.157,6.4,65.74,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-11-05,2020-11-05,398607.0,7249.0,8061.143,7792.0,88.0,73.143,23211.135,422.114,469.405,453.733,5.124,4.259,0.79,607.0,35.346,1905.0,110.929,3536847.0,37853.0,205.953,2.204,38383.0,2.235,0.154,6.5,65.74,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-11-06,2020-11-06,405278.0,6671.0,7611.143,7910.0,118.0,77.571,23599.591,388.457,443.202,460.604,6.871,4.517,0.77,603.0,35.113,1842.0,107.261,3570830.0,33983.0,207.932,1.979,37007.0,2.155,0.151,6.6,65.74,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-11-07,2020-11-07,410951.0,5673.0,7180.571,7983.0,73.0,80.857,23929.934,330.342,418.129,464.855,4.251,4.708,0.76,602.0,35.055,1782.0,103.767,3596624.0,25794.0,209.434,1.502,35722.0,2.08,0.149,6.7,65.74,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-11-08,2020-11-08,415635.0,4684.0,6665.286,8027.0,44.0,81.571,24202.686,272.752,388.124,467.417,2.562,4.75,0.75,598.0,34.822,1697.0,98.817,3618593.0,21969.0,210.713,1.279,34750.0,2.024,0.146,6.8,65.74,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-11-09,2020-11-09,420308.0,4673.0,6224.857,8066.0,39.0,83.0,24474.798,272.112,362.477,469.688,2.271,4.833,0.77,600.0,34.938,1717.0,99.982,3659029.0,40436.0,213.068,2.355,34175.0,1.99,0.14,7.1,65.74,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-11-10,2020-11-10,425727.0,5419.0,5906.429,8164.0,98.0,80.857,24790.349,315.552,343.935,475.395,5.707,4.708,0.79,598.0,34.822,1697.0,98.817,3697329.0,38300.0,215.298,2.23,33941.0,1.976,0.137,7.3,65.74,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-11-11,2020-11-11,431363.0,5636.0,5715.0,8238.0,74.0,76.286,25118.537,328.188,332.788,479.704,4.309,4.442,0.8,606.0,35.288,1671.0,97.303,3733604.0,36275.0,217.41,2.112,33516.0,1.952,0.136,7.4,65.74,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-11-12,2020-11-12,437458.0,6095.0,5550.143,8327.0,89.0,76.429,25473.453,354.916,323.188,484.886,5.183,4.45,0.82,595.0,34.647,1606.0,93.518,3768683.0,35079.0,219.453,2.043,33119.0,1.929,0.136,7.4,65.74,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-11-13,2020-11-13,443381.0,5923.0,5443.286,8382.0,55.0,67.429,25818.353,344.9,316.966,488.089,3.203,3.926,0.84,609.0,35.462,1572.0,91.539,3800307.0,31624.0,221.294,1.841,32782.0,1.909,0.137,7.3,65.74,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
