date,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,hospital_beds_per_thousand,life_expectancy,human_development_index
2020-02-27,2020-02-27,1.0,1.0,,,,,0.058,0.058,,,,,,7.0,0.408,1.0,0.058,,,,,,,,,5.56,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-02-28,2020-02-28,6.0,5.0,,,,,0.349,0.291,,,,,,8.0,0.466,9.0,0.524,,,,,,,,,5.56,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-02-29,2020-02-29,10.0,4.0,,,,,0.582,0.233,,,,,,9.0,0.524,10.0,0.582,,,,,,,,,5.56,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-03-01,2020-03-01,18.0,8.0,,,,,1.048,0.466,,,,,,11.0,0.641,20.0,1.165,,,,,,,,,5.56,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-03-02,2020-03-02,24.0,6.0,,,,,1.398,0.349,,,,,,10.0,0.582,34.0,1.98,,,,,,,,,5.56,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-03-03,2020-03-03,38.0,14.0,,,,,2.213,0.815,,,,,,12.0,0.699,40.0,2.329,,,,,,,,,5.56,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-03-04,2020-03-04,82.0,44.0,11.714,,,,4.775,2.562,0.682,,,,,15.0,0.873,53.0,3.086,,,,,,,,,5.56,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-03-05,2020-03-05,128.0,46.0,18.143,,,,7.454,2.679,1.056,,,,,15.0,0.873,65.0,3.785,,,,,,,,,5.56,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-03-06,2020-03-06,188.0,60.0,26.0,1.0,1.0,,10.947,3.494,1.514,0.058,0.058,,2.83,19.0,1.106,77.0,4.484,,,,,,,,,11.11,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-03-07,2020-03-07,265.0,77.0,36.429,1.0,0.0,,15.431,4.484,2.121,0.058,0.0,,2.74,21.0,1.223,93.0,5.415,,,,,,,,,11.11,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-03-08,2020-03-08,321.0,56.0,43.286,3.0,2.0,,18.692,3.261,2.521,0.175,0.116,,2.55,27.0,1.572,108.0,6.289,,,,,,,,,11.11,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-03-09,2020-03-09,382.0,61.0,51.143,3.0,0.0,,22.244,3.552,2.978,0.175,0.0,,2.48,32.0,1.863,141.0,8.211,,,,,,,,,11.11,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-03-10,2020-03-10,503.0,121.0,66.429,4.0,1.0,,29.29,7.046,3.868,0.233,0.058,,2.51,39.0,2.271,174.0,10.132,,,,,,,,,20.83,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-03-11,2020-03-11,603.0,100.0,74.429,5.0,1.0,,35.113,5.823,4.334,0.291,0.058,,2.46,48.0,2.795,215.0,12.52,,,,,,,,,20.83,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-03-12,2020-03-12,804.0,201.0,96.571,5.0,0.0,0.714,46.817,11.704,5.623,0.291,0.0,0.042,2.48,68.0,3.96,283.0,16.479,,,,,,,,,45.37,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-03-13,2020-03-13,959.0,155.0,110.143,10.0,5.0,1.286,55.843,9.026,6.414,0.582,0.291,0.075,2.37,79.0,4.6,350.0,20.381,,,,,,,,,53.7,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-03-14,2020-03-14,1135.0,176.0,124.286,12.0,2.0,1.571,66.092,10.249,7.237,0.699,0.116,0.092,2.37,96.0,5.59,424.0,24.69,,,,,,,,,53.7,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-03-15,2020-03-15,1413.0,278.0,156.0,20.0,8.0,2.429,82.28,16.188,9.084,1.165,0.466,0.141,2.45,120.0,6.988,500.0,29.115,,,,,,,,,53.7,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-03-16,2020-03-16,1705.0,292.0,189.0,24.0,4.0,3.0,99.283,17.003,11.006,1.398,0.233,0.175,2.41,150.0,8.735,636.0,37.035,,,,,,,,,61.11,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-03-17,2020-03-17,2051.0,346.0,221.143,43.0,19.0,5.571,119.431,20.148,12.877,2.504,1.106,0.324,2.33,179.0,10.423,775.0,45.129,,,,,,,,,61.11,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-03-18,2020-03-18,2460.0,409.0,265.286,58.0,15.0,7.571,143.247,23.816,15.448,3.377,0.873,0.441,2.28,228.0,13.277,966.0,56.251,,,,,,,,,61.11,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-03-19,2020-03-19,2994.0,534.0,312.857,76.0,18.0,10.143,174.342,31.095,18.218,4.426,1.048,0.591,2.21,287.0,16.712,1234.0,71.857,,,,,,,,,61.11,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-03-20,2020-03-20,3632.0,638.0,381.857,106.0,30.0,13.714,211.494,37.151,22.236,6.172,1.747,0.799,2.17,362.0,21.079,1482.0,86.298,,,,,,,,,61.11,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-03-21,2020-03-21,4205.0,573.0,438.571,136.0,30.0,17.714,244.86,33.366,25.538,7.919,1.747,1.032,2.07,430.0,25.039,1671.0,97.303,,,,,,,,,61.11,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-03-22,2020-03-22,4750.0,545.0,476.714,179.0,43.0,22.714,276.595,31.736,27.759,10.423,2.504,1.323,2.02,480.0,27.951,1871.0,108.949,,,,,,,,,61.11,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-03-23,2020-03-23,5562.0,812.0,551.0,213.0,34.0,27.0,323.879,47.283,32.085,12.403,1.98,1.572,2.03,573.0,33.366,2244.0,130.67,,,,,,,,,78.7,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-03-24,2020-03-24,6414.0,852.0,623.286,276.0,63.0,33.286,373.491,49.612,36.294,16.072,3.669,1.938,1.94,653.0,38.025,2544.0,148.139,,,,,,,,,78.7,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-03-25,2020-03-25,7434.0,1020.0,710.571,356.0,80.0,42.571,432.886,59.395,41.377,20.73,4.658,2.479,1.87,752.0,43.789,2811.0,163.686,,,,,,,,,78.7,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-03-26,2020-03-26,8606.0,1172.0,801.714,434.0,78.0,51.143,501.133,68.246,46.684,25.272,4.542,2.978,1.76,838.0,48.797,2952.0,171.897,,,,,,,,,78.7,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-03-27,2020-03-27,9765.0,1159.0,876.143,546.0,112.0,62.857,568.622,67.489,51.018,31.794,6.522,3.66,1.65,927.0,53.98,3226.0,187.852,,,,,,,,,78.7,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-03-28,2020-03-28,10869.0,1104.0,952.0,639.0,93.0,71.857,632.909,64.287,55.436,37.209,5.415,4.184,1.54,992.0,57.765,3284.0,191.229,,,,,,,,,78.7,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-03-29,2020-03-29,11756.0,887.0,1000.857,771.0,132.0,84.571,684.559,51.651,58.281,44.896,7.686,4.925,1.44,1038.0,60.443,3284.0,191.229,,,,,,,,,78.7,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-03-30,2020-03-30,12601.0,845.0,1005.571,864.0,93.0,93.0,733.764,49.205,58.555,50.311,5.415,5.415,1.35,1126.0,65.568,3232.0,188.201,,,,,,,,,78.7,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-03-31,2020-03-31,13620.0,1019.0,1029.429,1039.0,175.0,109.0,793.101,59.337,59.944,60.502,10.19,6.347,1.28,1191.0,69.353,3095.0,180.224,,,,,,,,,78.7,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-04-01,2020-04-01,14713.0,1093.0,1039.857,1174.0,135.0,116.857,856.747,63.646,60.552,68.363,7.861,6.805,1.21,1208.0,70.343,2945.0,171.489,,,,,,,,,78.7,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-04-02,2020-04-02,15741.0,1028.0,1019.286,1340.0,166.0,129.429,916.608,59.861,59.354,78.029,9.666,7.537,1.14,1249.0,72.73,2807.0,163.453,,,,,,,,,78.7,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-04-03,2020-04-03,16650.0,909.0,983.571,1489.0,149.0,134.714,969.54,52.932,57.274,86.705,8.676,7.844,1.13,1276.0,74.302,2531.0,147.382,,,,,,,,,78.7,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-04-04,2020-04-04,17874.0,1224.0,1000.714,1655.0,166.0,145.143,1040.814,71.274,58.272,96.372,9.666,8.452,1.17,1360.0,79.194,2570.0,149.653,,,,,,,,,78.7,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-04-05,2020-04-05,18828.0,954.0,1010.286,1770.0,115.0,142.714,1096.366,55.552,58.83,103.068,6.697,8.31,1.16,1385.0,80.649,2270.0,132.184,,,,,,,,,78.7,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-04-06,2020-04-06,19617.0,789.0,1002.286,1873.0,103.0,144.143,1142.31,45.944,58.364,109.066,5.998,8.394,1.13,1409.0,82.047,2912.0,169.568,,,,,,,,,78.7,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-04-07,2020-04-07,20589.0,972.0,995.571,2107.0,234.0,152.571,1198.91,56.6,57.973,122.692,13.626,8.884,1.13,1424.0,82.92,2713.0,157.98,,,,,,,,,78.7,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-04-08,2020-04-08,21802.0,1213.0,1012.714,2254.0,147.0,154.286,1269.544,70.634,58.971,131.252,8.56,8.984,1.13,1408.0,81.989,2864.0,166.773,,,,,,,,,78.7,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-04-09,2020-04-09,23140.0,1338.0,1057.0,2402.0,148.0,151.714,1347.457,77.913,61.55,139.87,8.618,8.834,1.13,1417.0,82.513,2733.0,159.144,,,,,,,,,78.7,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-04-10,2020-04-10,24463.0,1323.0,1116.143,2519.0,117.0,147.143,1424.496,77.039,64.994,146.683,6.813,8.568,1.12,1384.0,80.591,2675.0,155.767,,,,,,,,,78.7,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-04-11,2020-04-11,25637.0,1174.0,1109.0,2652.0,133.0,142.429,1492.859,68.363,64.578,154.428,7.745,8.294,1.08,1391.0,80.999,2685.0,156.349,,,,,,,,,78.7,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-04-12,2020-04-12,26601.0,964.0,1110.429,2746.0,94.0,139.429,1548.993,56.134,64.661,159.901,5.474,8.119,1.05,1358.0,79.077,2532.0,147.44,,,,,,,,,78.7,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-04-13,2020-04-13,27469.0,868.0,1121.714,2832.0,86.0,137.0,1599.537,50.544,65.318,164.909,5.008,7.978,1.0,1338.0,77.913,2415.0,140.627,,,,,,,,,78.7,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-04-14,2020-04-14,28205.0,736.0,1088.0,2954.0,122.0,121.0,1642.395,42.858,63.355,172.013,7.104,7.046,0.96,1303.0,75.875,2391.0,139.229,,,,,,,,,78.7,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-04-15,2020-04-15,29267.0,1062.0,1066.429,3143.0,189.0,127.0,1704.236,61.841,62.099,183.019,11.006,7.395,0.96,1279.0,74.477,2355.0,137.133,,,,,,,,,78.7,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-04-16,2020-04-16,30506.0,1239.0,1052.286,3324.0,181.0,131.714,1776.383,72.148,61.275,193.559,10.54,7.67,0.97,1258.0,73.254,2377.0,138.414,,,,,,,,,78.7,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-04-17,2020-04-17,31646.0,1140.0,1026.143,3468.0,144.0,135.571,1842.766,66.383,59.753,201.944,8.385,7.894,0.96,1235.0,71.915,2286.0,133.115,,,,,,,,,78.7,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-04-18,2020-04-18,32719.0,1073.0,1011.714,3610.0,142.0,136.857,1905.248,62.481,58.913,210.213,8.269,7.969,0.94,1201.0,69.935,2266.0,131.951,,,,,,,,,78.7,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-04-19,2020-04-19,33472.0,753.0,981.571,3694.0,84.0,135.429,1949.095,43.848,57.158,215.104,4.891,7.886,0.9,1176.0,68.479,2149.0,125.138,,,,,,,,,78.7,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-04-20,2020-04-20,34201.0,729.0,961.714,3761.0,67.0,132.714,1991.546,42.45,56.001,219.005,3.901,7.728,0.87,1158.0,67.431,2165.0,126.069,,,,,,,,,78.7,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-04-21,2020-04-21,34909.0,708.0,957.714,3926.0,165.0,138.857,2032.773,41.227,55.768,228.613,9.608,8.086,0.82,1087.0,63.297,2157.0,125.603,,,,,,,,,78.7,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-04-22,2020-04-22,35800.0,891.0,933.286,4065.0,139.0,131.714,2084.656,51.883,54.346,236.707,8.094,7.67,0.77,1050.0,61.142,2069.0,120.479,,,,,,,,,78.7,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-04-23,2020-04-23,36608.0,808.0,871.714,4189.0,124.0,123.571,2131.707,47.05,50.76,243.928,7.221,7.196,0.73,1008.0,58.696,1856.0,108.076,,,,,,,,,78.7,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-04-24,2020-04-24,37263.0,655.0,802.429,4301.0,112.0,119.0,2169.848,38.141,46.726,250.45,6.522,6.929,0.7,963.0,56.076,1765.0,102.777,,,,,,,,,78.7,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-04-25,2020-04-25,37918.0,655.0,742.714,4421.0,120.0,115.857,2207.989,38.141,43.249,257.438,6.988,6.746,0.68,959.0,55.843,1746.0,101.671,,,,,,,,,78.7,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-04-26,2020-04-26,38319.0,401.0,692.429,4488.0,67.0,113.429,2231.339,23.35,40.321,261.339,3.901,6.605,0.64,934.0,54.387,1704.0,99.225,,,,,,,,,78.7,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-04-27,2020-04-27,38490.0,171.0,612.714,4531.0,43.0,110.0,2241.297,9.957,35.679,263.843,2.504,6.405,0.6,905.0,52.699,1626.0,94.683,,,,,,,,,78.7,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-04-28,2020-04-28,38877.0,387.0,566.857,4579.0,48.0,93.286,2263.832,22.535,33.008,266.638,2.795,5.432,0.6,861.0,50.137,1569.0,91.364,,,,,,,,,78.7,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-04-29,2020-04-29,39391.0,514.0,513.0,4724.0,145.0,94.143,2293.763,29.931,29.872,275.081,8.443,5.482,0.61,804.0,46.817,1575.0,91.713,,,,,,,,,78.7,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-04-30,2020-04-30,39866.0,475.0,465.429,4808.0,84.0,88.429,2321.422,27.66,27.102,279.973,4.891,5.149,0.61,783.0,45.595,1471.0,85.657,,,,,,,,,78.7,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-05-01,2020-05-01,40312.0,446.0,435.571,4906.0,98.0,86.429,2347.393,25.971,25.364,285.679,5.707,5.033,0.62,735.0,42.8,1468.0,85.483,,,,,,,,,78.7,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-05-02,2020-05-02,40647.0,335.0,389.857,5000.0,94.0,82.714,2366.9,19.507,22.702,291.153,5.474,4.817,0.62,708.0,41.227,1494.0,86.997,,,,,,,,,78.7,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-05-03,2020-05-03,40846.0,199.0,361.0,5069.0,69.0,83.0,2378.488,11.588,21.021,295.171,4.018,4.833,0.63,688.0,40.063,1380.0,80.358,,,,,,,,,78.7,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-05-04,2020-05-04,41163.0,317.0,381.857,5095.0,26.0,80.571,2396.947,18.459,22.236,296.685,1.514,4.692,0.66,683.0,39.772,1333.0,77.621,,,,,,,,,78.7,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-05-05,2020-05-05,41395.0,232.0,359.714,5182.0,87.0,86.143,2410.457,13.51,20.946,301.751,5.066,5.016,0.65,644.0,37.501,1333.0,77.621,,,,,,,,,78.7,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-05-06,2020-05-06,41850.0,455.0,351.286,5218.0,36.0,70.571,2436.952,26.495,20.456,303.847,2.096,4.109,0.67,628.0,36.569,1352.0,78.728,,,,,,,,,78.7,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-05-07,2020-05-07,42169.0,319.0,329.0,5302.0,84.0,70.571,2455.527,18.576,19.158,308.739,4.891,4.109,0.65,584.0,34.007,1286.0,74.885,,,,,,,,,78.7,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-05-08,2020-05-08,42458.0,289.0,306.571,5373.0,71.0,66.714,2472.356,16.829,17.852,312.873,4.134,3.885,0.64,564.0,32.842,1189.0,69.236,,,,,,,,,78.7,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-05-09,2020-05-09,42703.0,245.0,293.714,5437.0,64.0,62.429,2486.622,14.267,17.103,316.6,3.727,3.635,0.64,541.0,31.503,1132.0,65.917,,,,,,,,,78.7,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-05-10,2020-05-10,42864.0,161.0,288.286,5455.0,18.0,55.143,2495.998,9.375,16.787,317.648,1.048,3.211,0.64,507.0,29.523,1054.0,61.375,,,,,,,,,78.7,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-05-11,2020-05-11,43060.0,196.0,271.0,5471.0,16.0,53.714,2507.411,11.413,15.78,318.58,0.932,3.128,0.66,498.0,28.999,1118.0,65.102,,,,,,,,,71.3,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-05-12,2020-05-12,43287.0,227.0,270.286,5525.0,54.0,49.0,2520.629,13.218,15.739,321.724,3.144,2.853,0.66,463.0,26.961,1110.0,64.636,,,,,,,,,71.3,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-05-13,2020-05-13,43557.0,270.0,243.857,5577.0,52.0,51.286,2536.351,15.722,14.2,324.752,3.028,2.986,0.64,432.0,25.156,1031.0,60.036,,,,,,,,,71.3,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-05-14,2020-05-14,43757.0,200.0,226.857,5605.0,28.0,43.286,2547.997,11.646,13.21,326.383,1.63,2.521,0.62,410.0,23.875,1029.0,59.919,,,,,,,,,71.3,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-05-15,2020-05-15,43946.0,189.0,212.571,5658.0,53.0,40.714,2559.003,11.006,12.378,329.469,3.086,2.371,0.62,378.0,22.011,981.0,57.124,,,,,,,,,71.3,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-05-16,2020-05-16,44072.0,126.0,195.571,5685.0,27.0,35.429,2566.34,7.337,11.388,331.041,1.572,2.063,0.63,346.0,20.148,971.0,56.542,,,,,,,,,71.3,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-05-17,2020-05-17,44218.0,146.0,193.429,5695.0,10.0,34.286,2574.842,8.502,11.263,331.623,0.582,1.996,0.68,349.0,20.322,919.0,53.514,,,,,,,,,71.3,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-05-18,2020-05-18,44326.0,108.0,180.857,5709.0,14.0,34.0,2581.131,6.289,10.531,332.439,0.815,1.98,0.73,323.0,18.808,909.0,52.932,,,,,,,,,71.3,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-05-19,2020-05-19,44524.0,198.0,176.714,5730.0,21.0,29.286,2592.66,11.53,10.29,333.661,1.223,1.705,0.79,293.0,17.062,933.0,54.329,,,,,,,,,71.3,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-05-20,2020-05-20,44777.0,253.0,174.286,5763.0,33.0,26.571,2607.393,14.732,10.149,335.583,1.922,1.547,0.82,275.0,16.013,922.0,53.689,,,,,,,,,71.3,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-05-21,2020-05-21,44965.0,188.0,172.571,5790.0,27.0,26.429,2618.34,10.947,10.049,337.155,1.572,1.539,0.82,255.0,14.849,911.0,53.048,,,,,,,,,71.3,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-05-22,2020-05-22,45141.0,176.0,170.714,5803.0,13.0,20.714,2628.589,10.249,9.941,337.912,0.757,1.206,0.83,252.0,14.674,863.0,50.253,,,,,,,,,71.3,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-05-23,2020-05-23,45313.0,172.0,177.286,5826.0,23.0,20.143,2638.604,10.016,10.323,339.252,1.339,1.173,0.86,227.0,13.218,811.0,47.225,,,,,,,,,71.3,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-05-24,2020-05-24,45522.0,209.0,186.286,5837.0,11.0,20.286,2650.775,12.17,10.848,339.892,0.641,1.181,0.9,223.0,12.985,730.0,42.508,,,,,,,,,71.3,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-05-25,2020-05-25,45655.0,133.0,189.857,5845.0,8.0,19.429,2658.519,7.745,11.056,340.358,0.466,1.131,0.88,223.0,12.985,756.0,44.022,,,,,,,,,71.3,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-05-26,2020-05-26,45845.0,190.0,188.714,5871.0,26.0,20.143,2669.583,11.064,10.989,341.872,1.514,1.173,0.88,188.0,10.947,698.0,40.645,,,,,,,,,71.3,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
2020-05-27,2020-05-27,46027.0,182.0,178.571,5886.0,15.0,17.571,2680.181,10.598,10.398,342.745,0.873,1.023,0.84,189.0,11.006,723.0,42.101,,,,,,,,,71.3,17173094.0,508.544,43.2,18.779,11.881,48472.545,109.361,5.29,24.4,27.3,3.32,82.28,0.944
